50.22.225.87 	889
173.194.116.15 	755
173.194.116.27 	1705
74.125.232.140 	1096
31.13.86.33 	2389
23.33.1.105 	1143
74.125.232.132 	0
74.125.232.134 	0
173.194.70.84 	27
173.194.116.2 	0
50.22.225.68 	29
74.125.232.143 	454
88.149.196.144 	615
173.194.113.111 	1110
80.92.84.167 	759
88.149.196.147 	1792
173.194.116.113 	0
54.235.187.3 	0
